City,Brand,Model,Year,Body,Color,Engine,Engine Power,Fuel Type,Mileage,Gearbox,Transmission,Being new,Price
Qax,Hyundai,Terracan,2003,Offroader / SUV,Qara,2.9 L,163 a.g.,Dizel,234 000 km,Avtomat,Tam,Xeyr,17 000
Bakı,Opel,Astra,2010,Hetçbek / Liftbek,Qara,1.4 L,90 a.g.,Benzin,155 000 km,Mexaniki,Ön,Xeyr,12 800
Bakı,LADA (VAZ),21099,1997,Sedan,Göy,1.5 L,78 a.g.,Benzin,154 896 km,Mexaniki,Ön,Xeyr,3 400
İsmayıllı,Mercedes,A 160,2003,Hetçbek / Liftbek,Gümüşü,1.6 L,102 a.g.,Benzin,160 000 km,Avtomat,Ön,Xeyr,8 500
Sumqayıt,Chevrolet,Captiva,2014,Offroader / SUV,Ağ,3.0 L,258 a.g.,Benzin,156 637 km,Avtomat,Tam,Xeyr,28 900
Ağcabədi,LADA (VAZ),2106,1998,Sedan,Ağ,1.6 L,75 a.g.,Benzin,227 660 km,Mexaniki,Arxa,Xeyr,5 200
Bakı,Opel,Vectra,1996,Sedan,Qızılı,1.8 L,125 a.g.,Benzin,333 333 km,Avtomat,Ön,Xeyr,6 600
Bakı,LADA (VAZ),2107,2006,Sedan,Ağ,1.6 L,75 a.g.,Benzin,58 231 km,Mexaniki,Arxa,Xeyr,5 300
Bakı,Mercedes,E 270,2000,Sedan,Gümüşü,2.7 L,170 a.g.,Dizel,313 000 km,Avtomat,Arxa,Xeyr,16 500
Bakı,Hyundai,i30,2009,Hetçbek / Liftbek,Qara,1.6 L,122 a.g.,Benzin,320 000 km,Avtomat,Ön,Xeyr,15 800
Bakı,Mitsubishi,Pajero,2007,Offroader / SUV,Qara,3.0 L,188 a.g.,Benzin,186 000 km,Avtomat,Tam,Xeyr,22 300
Bakı,Land Rover,Range Rover,2009,Offroader / SUV,Qara,3.6 L,272 a.g.,Dizel,267 690 km,Avtomat,Tam,Xeyr,27 800
Bakı,Land Rover,Range Rover,2014,Offroader / SUV,Boz,4.4 L,339 a.g.,Dizel,200 000 km,Avtomat,Tam,Xeyr,75 000
Bakı,Toyota,Land Cruiser,2012,Offroader / SUV,Qara,4.0 L,282 a.g.,Benzin,166 000 km,Avtomat,Tam,Xeyr,38 400
Sumqayıt,Mercedes,Sprinter 313,2005,Mikroavtobus,Ağ,2.9 L,130 a.g.,Dizel,287 000 km,Mexaniki,Arxa,Xeyr,31 000
Gəncə,BMW,328,1983,Sedan,Qızılı,2.8 L,193 a.g.,Benzin,600 000 km,Mexaniki,Arxa,Xeyr,11 500
Sumqayıt,Kia,Sportage,2011,Offroader / SUV,Ağ,2.4 L,180 a.g.,Benzin,142 000 km,Avtomat,Tam,Xeyr,26 300
Bakı,BMW,740,1998,Sedan,Göy,4.4 L,286 a.g.,Benzin,338 000 km,Avtomat,Arxa,Xeyr,24 000
Bakı,Kia,Optima,2015,Sedan,Qara,2.0 L,274 a.g.,Benzin,148 485 km,Avtomat,Ön,Xeyr,25 500
Bakı,Toyota,RAV 4,2022,Offroader / SUV,Ağ,2.0 L,172 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,33 200
Bakı,BMW,320,1994,Sedan,Qara,2.0 L,150 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,6 700
Bakı,Toyota,RAV 4,2019,Offroader / SUV,Ağ,2.5 L,218 a.g.,Benzin,19 000 km,Avtomat,Tam,Xeyr,33 800
Bakı,Hyundai,Santa Fe,2015,Offroader / SUV,Ağ,2.4 L,175 a.g.,Benzin,114 000 km,Avtomat,Tam,Xeyr,36 800
Bakı,Land Rover,Range Rover,2013,Offroader / SUV,Qəhvəyi,5.0 L,510 a.g.,Benzin,164 000 km,Avtomat,Tam,Xeyr,55 500
Bakı,Audi,A5,2012,Kabrio,Yaş Asfalt,2.0 L,211 a.g.,Benzin,123 000 km,Avtomat,Ön,Xeyr,22 500
Bakı,Chevrolet,Cruze,2014,Sedan,Göy,1.4 L,141 a.g.,Benzin,160 000 km,Avtomat,Ön,Xeyr,14 300
Bakı,Opel,Astra,1996,Hetçbek / Liftbek,Ağ,1.8 L,90 a.g.,Benzin,372 000 km,Avtomat,Ön,Xeyr,4 600
Bakı,LADA (VAZ),2107,2007,Sedan,Ağ,1.6 L,75 a.g.,Benzin,90 000 km,Mexaniki,Arxa,Xeyr,6 200
Bakı,Toyota,Prius,2013,Hetçbek / Liftbek,Qara,1.8 L,136 a.g.,Hibrid,125 875 km,Variator,Ön,Xeyr,22 222
Bakı,Mercedes,C 180,1999,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,240 500 km,Avtomat,Arxa,Xeyr,11 200
Bakı,LADA (VAZ),2107,2010,Sedan,Qara,1.6 L,75 a.g.,Benzin,146 000 km,Mexaniki,Arxa,Xeyr,8 200
İmişli,KamAz,5320,1983,Yük maşını,Mavi,8.0 L,500 a.g.,Dizel,100 000 km,Mexaniki,Arxa,Xeyr,27 000
Bakı,Hyundai,Elantra,2013,Sedan,Qara,1.8 L,150 a.g.,Benzin,89 000 km,Avtomat,Ön,Xeyr,20 000
Gəncə,Chevrolet,Cruze,2013,Sedan,Ağ,1.4 L,141 a.g.,Benzin,226 000 km,Avtomat,Ön,Xeyr,15 800
Sumqayıt,Mercedes,E 240,2001,Sedan,Qara,2.6 L,170 a.g.,Benzin,290 000 km,Avtomat,Arxa,Xeyr,12 900
Bakı,Kia,Rio,2005,Hetçbek / Liftbek,Gümüşü,1.4 L,97 a.g.,Benzin,177 500 km,Mexaniki,Ön,Xeyr,10 900
Bakı,LADA (VAZ),Niva,2022,Offroader / SUV,Qara,1.7 L,80 a.g.,Benzin,6 700 km,Mexaniki,Tam,Xeyr,23 900
Bakı,Toyota,Prado,2012,Offroader / SUV,Ağ,2.7 L,163 a.g.,Benzin,134 000 km,Avtomat,Tam,Xeyr,28 200
Bakı,Wild West,Vigilante Gunfire,2004,Motosiklet,Göy,1.8 L,145 a.g.,Benzin,16 576 km,Mexaniki,Arxa,Xeyr,16 700
Bakı,Mercedes,B 170,2011,Hetçbek / Liftbek,Qara,1.7 L,116 a.g.,Benzin,164 000 km,Avtomat,Ön,Xeyr,14 800
Bakı,Mercedes,C 180,1997,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,420 000 km,Avtomat,Arxa,Xeyr,8 900
Bakı,Hyundai,Elantra,2008,Sedan,Qara,1.6 L,122 a.g.,Benzin,209 300 km,Avtomat,Ön,Xeyr,14 200
Zaqatala,Mitsubishi,Pajero,1994,Offroader / SUV,Gümüşü,2.8 L,125 a.g.,Dizel,530 000 km,Avtomat,Tam,Xeyr,10 000
Bakı,BMW,320,1993,Sedan,Göy,2.0 L,150 a.g.,Benzin,433 000 km,Avtomat,Arxa,Xeyr,5 500
Bakı,Mercedes,E 220,2016,Sedan,Boz,2.2 L,194 a.g.,Dizel,76 000 km,Avtomat,Arxa,Xeyr,45 500
Gəncə,Opel,Astra,2006,Hetçbek / Liftbek,Gümüşü,1.4 L,110 a.g.,Benzin,163 329 km,Mexaniki,Ön,Xeyr,11 500
Bakı,Mercedes,ML 63 AMG,2009,Offroader / SUV,Ağ,6.3 L,511 a.g.,Benzin,210 000 km,Avtomat,Tam,Xeyr,19 000
Bakı,Land Rover,RR Evoque,2018,Offroader / SUV,Göy,2.0 L,240 a.g.,Benzin,19 300 km,Avtomat,Tam,Xeyr,41 500
Sumqayıt,LADA (VAZ),2114,2008,Hetçbek / Liftbek,Qara,1.6 L,80 a.g.,Benzin,302 324 km,Mexaniki,Ön,Xeyr,8 700
Bakı,Mercedes,Sprinter 315,2007,Furqon,Ağ,2.2 L,109 a.g.,Dizel,351 000 km,Mexaniki,Arxa,Xeyr,28 990
Bakı,Chevrolet,Cruze,2018,Sedan,Qara,1.4 L,153 a.g.,Benzin,71 000 km,Avtomat,Ön,Xeyr,17 500
Gəncə,Volkswagen,Crafter,2008,Furqon,Ağ,2.5 L,76 a.g.,Dizel,398 000 km,Mexaniki,Arxa,Xeyr,25 500
Bakı,Kia,Rio,2007,Hetçbek / Liftbek,Yaş Asfalt,1.5 L,110 a.g.,Dizel,224 000 km,Mexaniki,Ön,Xeyr,11 300
Şəmkir,Chevrolet,Cruze,2012,Sedan,Boz,1.4 L,141 a.g.,Benzin,326 998 km,Avtomat,Ön,Xeyr,13 800
Bakı,Yamaha,YZF-R15,2013,Motosiklet,Qara,0.2 L,18 a.g.,Benzin,20 500 km,Mexaniki,Arxa,Xeyr,5 500
Sumqayıt,LADA (VAZ),2107,2008,Sedan,Ağ,1.6 L,75 a.g.,Benzin,117 900 km,Mexaniki,Arxa,Xeyr,5 400
Bakı,Porsche,Cayenne,2008,Offroader / SUV,Qara,3.6 L,290 a.g.,Benzin,135 000 km,Avtomat,Tam,Xeyr,28 500
Gəncə,Daewoo,Matiz,2010,Hetçbek / Liftbek,Ağ,0.8 L,52 a.g.,Benzin,256 947 km,Mexaniki,Ön,Xeyr,5 500
Bərdə,LADA (VAZ),2106,1985,Sedan,Ağ,1.6 L,75 a.g.,Benzin,155 000 km,Mexaniki,Arxa,Xeyr,3 000
Şirvan,Opel,Vectra,1990,Sedan,Qırmızı,2.0 L,150 a.g.,Benzin,213 321 km,Avtomat,Ön,Xeyr,2 900
Bakı,Honda,Insight,2009,Hetçbek / Liftbek,Yaş Asfalt,1.3 L,88 a.g.,Hibrid,107 321 km,Avtomat,Ön,Xeyr,14 700
Bakı,Toyota,RAV 4,2022,Offroader / SUV,Yaş Asfalt,2.0 L,211 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,33 000
Astara,GAZ,2705,2003,Furqon,Ağ,2.5 L,140 a.g.,Benzin,319 625 km,Mexaniki,Arxa,Xeyr,8 500
Salyan,LADA (VAZ),2107,2006,Sedan,Yaşıl,1.6 L,75 a.g.,Benzin,251 000 km,Mexaniki,Arxa,Xeyr,6 000
Bakı,Jeep,Wrangler,2020,Offroader / SUV,Qara,2.0 L,272 a.g.,Benzin,3 000 km,Avtomat,Tam,Xeyr,53 000
Bakı,Mercedes,GL 500,2013,Offroader / SUV,Ağ,4.7 L,435 a.g.,Benzin,42 090 km,Avtomat,Tam,Xeyr,39 940
Bakı,Mitsubishi,Pajero,2013,Offroader / SUV,Ağ,3.0 L,190 a.g.,Benzin,118 000 km,Avtomat,Tam,Xeyr,21 800
Bakı,Lincoln,Towncar,1995,Sedan,Qara,4.6 L,258 a.g.,Benzin,20 000 km,Avtomat,Tam,Xeyr,100 000
Bakı,Mercedes,Sprinter 515,2008,Furqon,Ağ,2.2 L,150 a.g.,Dizel,444 103 km,Mexaniki,Arxa,Xeyr,29 500
Sumqayıt,Nissan,Teana,2005,Sedan,Ağ,2.3 L,173 a.g.,Benzin,281 483 km,Avtomat,Ön,Xeyr,10 800
Bakı,Daewoo,Nexia,2007,Sedan,Qırmızı,1.5 L,80 a.g.,Benzin,288 713 km,Mexaniki,Ön,Xeyr,7 300
Bakı,BMW,528,2013,Sedan,Qara,2.0 L,245 a.g.,Benzin,155 489 km,Avtomat,Arxa,Xeyr,22 200
Bakı,Nissan,Note,2013,Hetçbek / Liftbek,Qara,1.2 L,79 a.g.,Benzin,58 000 km,Avtomat,Ön,Xeyr,13 500
Şirvan,LADA (VAZ),2107,2011,Sedan,Tünd qırmızı,1.6 L,75 a.g.,Benzin,60 000 km,Mexaniki,Arxa,Xeyr,7 500
Sumqayıt,Nissan,Pathfinder,2005,Offroader / SUV,Qara,2.5 L,174 a.g.,Dizel,397 000 km,Avtomat,Tam,Xeyr,21 900
Bakı,GAZ,24,1980,Sedan,Ağ,2.4 L,100 a.g.,Benzin,123 000 km,Mexaniki,Arxa,Xeyr,10 000
Bakı,Hyundai,Elantra,2007,Sedan,Gümüşü,1.6 L,122 a.g.,Dizel,170 000 km,Avtomat,Ön,Xeyr,14 500
Bakı,Lexus,GX 460,2014,Offroader / SUV,Qara,4.6 L,296 a.g.,Benzin,115 500 km,Avtomat,Tam,Xeyr,51 500
Bakı,Toyota,Avalon,2006,Sedan,Qara,3.5 L,268 a.g.,Benzin,320 000 km,Avtomat,Ön,Xeyr,15 000
Şirvan,LADA (VAZ),2107,2010,Sedan,Ağ,1.5 L,75 a.g.,Benzin,25 000 km,Mexaniki,Arxa,Xeyr,6 650
Bakı,Hyundai,Sonata,2015,Sedan,Qara,2.4 L,178 a.g.,Benzin,83 000 km,Avtomat,Ön,Xeyr,26 500
Bakı,Toyota,RAV 4,2022,Offroader / SUV,Ağ,2.0 L,175 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,35 800
Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Ağ,1.7 L,80 a.g.,Benzin,86 000 km,Mexaniki,Tam,Xeyr,9 000
Sumqayıt,Infiniti,FX35,2005,Offroader / SUV,Ağ,3.5 L,280 a.g.,Benzin,198 000 km,Avtomat,Tam,Xeyr,14 800
Bakı,Hyundai,Grandeur,2018,Sedan,Ağ,2.2 L,195 a.g.,Dizel,54 000 km,Avtomat,Ön,Xeyr,46 500
Gəncə,UAZ,Patriot,2002,Offroader / SUV,Gümüşü,2.3 L,130 a.g.,Benzin,132 857 km,Mexaniki,Tam,Xeyr,3 500
Bakı,Land Rover,RR Sport,2015,Offroader / SUV,Ağ,3.0 L,306 a.g.,Dizel,45 087 km,Avtomat,Tam,Xeyr,59 900
Ağdam,Mercedes,E 280,1997,Sedan,Yaşıl,2.8 L,204 a.g.,Benzin,359 000 km,Avtomat,Arxa,Xeyr,9 900
Bakı,Chevrolet,Cruze,2018,Sedan,Qara,1.4 L,153 a.g.,Benzin,86 000 km,Avtomat,Arxa,Xeyr,17 500
Quba,LADA (VAZ),2101,1971,Sedan,Ağ,1.6 L,75 a.g.,Benzin,280 000 km,Mexaniki,Arxa,Xeyr,2 500
Bakı,Opel,Astra,2004,Hetçbek / Liftbek,Yaş Asfalt,1.4 L,90 a.g.,Benzin,204 716 km,Mexaniki,Ön,Xeyr,11 200
Bakı,Mercedes,C 180,1999,Universal,Yaşıl,1.8 L,122 a.g.,Benzin,305 600 km,Mexaniki,Arxa,Xeyr,10 500
Bakı,Porsche,Macan S,2014,Offroader / SUV,Yaş Asfalt,3.0 L,340 a.g.,Benzin,95 000 km,Avtomat,Tam,Xeyr,39 300
Bakı,Toyota,Corolla,2022,Sedan,Qara,1.6 L,124 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,25 800
Bakı,Nissan,X-Trail,2001,Offroader / SUV,Qırmızı,2.0 L,140 a.g.,Benzin,249 000 km,Avtomat,Tam,Xeyr,9 500
Sumqayıt,Opel,Astra,2006,Universal,Yaş Asfalt,1.3 L,90 a.g.,Dizel,209 190 km,Mexaniki,Ön,Xeyr,11 600
Bakı,Hyundai,Sonata,2018,Sedan,Ağ,2.0 L,272 a.g.,Benzin,31 980 km,Avtomat,Ön,Xeyr,37 800
Bakı,Mitsubishi,L 200,2022,Pikap,Ağ,2.4 L,154 a.g.,Dizel,0 km,Mexaniki,Tam,Bəli,29 500
Bakı,Opel,Astra,2006,Universal,Gümüşü,1.3 L,90 a.g.,Dizel,250 000 km,Mexaniki,Ön,Xeyr,11 300
Xaçmaz,Opel,Astra,1995,Universal,Göy,1.6 L,101 a.g.,Benzin,429 578 km,Mexaniki,Ön,Xeyr,5 600
Xaçmaz,Mitsubishi,Pajero,1997,Offroader / SUV,Göy,2.8 L,125 a.g.,Dizel,248 000 km,Mexaniki,Tam,Xeyr,6 500
Sumqayıt,Mitsubishi,Attrage,2019,Sedan,Göy,1.2 L,78 a.g.,Benzin,47 000 km,Avtomat,Ön,Xeyr,15 900
Bakı,Volkswagen,Passat,2002,Sedan,Gümüşü,1.8 L,150 a.g.,Benzin,272 162 km,Avtomat,Ön,Xeyr,5 950
Bakı,Mercedes,E 220,2013,Sedan,Boz,2.2 L,170 a.g.,Dizel,215 000 km,Avtomat,Arxa,Xeyr,22 500
Ucar,LADA (VAZ),2107,2006,Sedan,Ağ,1.6 L,75 a.g.,Benzin,222 000 km,Mexaniki,Arxa,Xeyr,5 500
Bakı,Mazda,CX-9,2008,Offroader / SUV,Tünd qırmızı,3.7 L,273 a.g.,Benzin,150 978 km,Avtomat,Tam,Xeyr,22 500
Bakı,LADA (VAZ),2106,1980,Sedan,Ağ,1.6 L,75 a.g.,Benzin,352 600 km,Mexaniki,Arxa,Xeyr,2 800
Xaçmaz,LADA (VAZ),Granta,2013,Sedan,Ağ,1.6 L,118 a.g.,Benzin,135 000 km,Mexaniki,Ön,Xeyr,9 300
Sabirabad,LADA (VAZ),2106,1985,Sedan,Ağ,1.5 L,65 a.g.,Benzin,65 439 km,Mexaniki,Arxa,Xeyr,2 900
Bakı,Lexus,NX 350,2021,Offroader / SUV,Göy,2.4 L,280 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,76 500
Bakı,BMW,528,1997,Sedan,Göy,2.8 L,193 a.g.,Benzin,410 000 km,Mexaniki,Arxa,Xeyr,6 600
Şəki,Great Wall,Hover H3,2014,Offroader / SUV,Qara,2.0 L,122 a.g.,Benzin,142 717 km,Mexaniki,Tam,Xeyr,20 500
Bakı,BMW,530,2004,Sedan,Qara,3.0 L,231 a.g.,Benzin,223 586 km,Avtomat,Arxa,Xeyr,16 800
Bakı,Mitsubishi,Pajero,2015,Offroader / SUV,Yaş Asfalt,3.0 L,188 a.g.,Benzin,85 000 km,Avtomat,Tam,Xeyr,26 300
Bakı,Audi,A4,2003,Sedan,Boz,1.8 L,163 a.g.,Benzin,397 392 km,Avtomat,Tam,Xeyr,8 300
Bakı,Mercedes,E 220,2010,Sedan,Boz,2.2 L,170 a.g.,Dizel,193 000 km,Avtomat,Arxa,Xeyr,29 500
Bakı,Nissan,Note,2011,Hetçbek / Liftbek,Yaş Asfalt,1.5 L,109 a.g.,Benzin,60 000 km,Avtomat,Ön,Xeyr,11 500
Bakı,Volkswagen,Passat,2011,Sedan,Ağ,1.8 L,180 a.g.,Benzin,237 000 km,Avtomat,Ön,Xeyr,17 500
Mingəçevir,Toyota,Prius,2009,Hetçbek / Liftbek,Qara,1.5 L,76 a.g.,Hibrid,322 000 km,Avtomat,Ön,Xeyr,10 000
Sumqayıt,Nissan,Micra,2013,Hetçbek / Liftbek,Qırmızı,1.2 L,76 a.g.,Benzin,62 000 km,Avtomat,Ön,Xeyr,12 200
Bakı,Kia,Rio,2013,Hetçbek / Liftbek,Ağ,1.6 L,123 a.g.,Benzin,130 000 km,Avtomat,Arxa,Xeyr,16 900
Bakı,Toyota,Prius,2010,Hetçbek / Liftbek,Ağ,1.8 L,99 a.g.,Hibrid,289 682 km,Variator,Ön,Xeyr,16 800
Gəncə,LADA (VAZ),2106,1982,Sedan,Yaşıl,1.5 L,65 a.g.,Benzin,72 180 km,Mexaniki,Arxa,Xeyr,3 900
Bakı,Nissan,Note,2011,Hetçbek / Liftbek,Qara,1.5 L,109 a.g.,Benzin,43 300 km,Avtomat,Ön,Xeyr,11 700
Bakı,Opel,Astra,2007,Hetçbek / Liftbek,Gümüşü,1.3 L,90 a.g.,Dizel,263 000 km,Mexaniki,Ön,Xeyr,10 300
Bakı,Mercedes,GLE 350 Coupe,2020,Offroader / SUV,Qırmızı,3.0 L,272 a.g.,Dizel,9 800 km,Avtomat,Tam,Xeyr,89 000
Bakı,Mercedes,C 220,2009,Universal,Qara,2.2 L,170 a.g.,Dizel,181 000 km,Avtomat,Arxa,Xeyr,23 900
Bakı,Kia,Ceed,2010,Universal,Göy,1.6 L,128 a.g.,Benzin,152 235 km,Mexaniki,Ön,Xeyr,14 800
Bakı,Mercedes,E 300,2014,Sedan,Qara,3.5 L,252 a.g.,Benzin,117 000 km,Avtomat,Arxa,Xeyr,27 300
Bakı,BMW,328,2013,Sedan,Qəhvəyi,2.0 L,245 a.g.,Benzin,144 000 km,Avtomat,Arxa,Xeyr,20 800
Şamaxı,LADA (VAZ),2107,2003,Sedan,Ağ,1.6 L,75 a.g.,Benzin,85 000 km,Mexaniki,Arxa,Xeyr,4 850
Bakı,BMW,528,2013,Sedan,Qara,2.0 L,245 a.g.,Benzin,100 500 km,Avtomat,Arxa,Xeyr,21 500
Mingəçevir,Opel,Vectra,2001,Sedan,Tünd qırmızı,1.6 L,101 a.g.,Benzin,176 454 km,Mexaniki,Ön,Xeyr,8 800
Bakı,Mercedes,GL 500,2008,Offroader / SUV,Ağ,5.5 L,388 a.g.,Benzin,201 200 km,Avtomat,Tam,Xeyr,32 500
Bakı,Lincoln,Aviator,2020,Offroader / SUV,Qara,3.0 L,400 a.g.,Benzin,28 600 km,Avtomat,Tam,Xeyr,105 000
Bakı,Mercedes,C 180,1998,Sedan,Qara,1.8 L,122 a.g.,Benzin,404 131 km,Avtomat,Arxa,Xeyr,11 500
Bakı,BMW,X6,2010,Offroader / SUV,Ağ,4.4 L,407 a.g.,Benzin,118 000 km,Avtomat,Tam,Xeyr,20 990
Lənkəran,Mitsubishi,Pajero Sport,2022,Offroader / SUV,Boz,3.0 L,209 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,42 900
Bakı,Toyota,Camry,2020,Sedan,Ağ,2.5 L,206 a.g.,Benzin,31 500 km,Avtomat,Ön,Xeyr,35 000
Mingəçevir,Opel,Vectra,1996,Sedan,Gümüşü,1.8 L,116 a.g.,Benzin,394 635 km,Avtomat,Ön,Xeyr,6 500
Bakı,Chevrolet,Cruze,2015,Sedan,Tünd qırmızı,1.8 L,141 a.g.,Benzin,42 000 km,Avtomat,Ön,Xeyr,21 000
Şəmkir,GAZ,31105,2007,Sedan,Qızılı,2.3 L,131 a.g.,Benzin,100 000 km,Mexaniki,Arxa,Xeyr,9 500
Bakı,LADA (VAZ),2104,2004,Universal,Yaşıl,1.5 L,65 a.g.,Benzin,115 000 km,Mexaniki,Arxa,Xeyr,4 800
Bakı,Land Rover,RR Sport,2014,Offroader / SUV,Qara,3.0 L,249 a.g.,Dizel,112 000 km,Avtomat,Tam,Xeyr,56 000
Gəncə,Opel,Astra,2008,Universal,Yaş Asfalt,1.4 L,90 a.g.,Benzin,165 000 km,Mexaniki,Ön,Xeyr,12 400
Bakı,BMW,325,1992,Sedan,Qara,2.5 L,170 a.g.,Benzin,250 000 km,Avtomat,Arxa,Xeyr,8 300
Bakı,Opel,Meriva,2010,Minivan,Yaş Asfalt,1.3 L,95 a.g.,Dizel,191 000 km,Mexaniki,Ön,Xeyr,14 500
Quba,LADA (VAZ),2115,2011,Sedan,Qara,1.6 L,80 a.g.,Benzin,210 000 km,Mexaniki,Ön,Xeyr,8 450
Bakı,Mercedes,E 240,1999,Sedan,Boz,2.4 L,170 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,12 300
Bakı,Chevrolet,Trax,2015,Offroader / SUV,Qəhvəyi,1.4 L,140 a.g.,Benzin,115 900 km,Avtomat,Ön,Xeyr,18 700
Bakı,Mercedes,C 180,1994,Sedan,Qara,1.8 L,122 a.g.,Benzin,345 000 km,Avtomat,Arxa,Xeyr,5 600
Bakı,Land Rover,Discovery,2005,Offroader / SUV,Yaş Asfalt,2.7 L,190 a.g.,Dizel,280 706 km,Avtomat,Tam,Xeyr,25 700
Bakı,LADA (VAZ),Kalina,2015,Universal,Gümüşü,1.6 L,106 a.g.,Benzin,61 000 km,Avtomat,Ön,Xeyr,13 700
Bakı,Chevrolet,Lacetti,2008,Sedan,Gümüşü,1.6 L,109 a.g.,Benzin,281 000 km,Avtomat,Ön,Xeyr,10 100
Bakı,Land Rover,Discovery,2013,Offroader / SUV,Qara,3.0 L,256 a.g.,Dizel,112 500 km,Avtomat,Tam,Xeyr,36 999
Bakı,Mercedes,GLS 450,2020,Offroader / SUV,Qara,3.0 L,367 a.g.,Benzin,47 000 km,Avtomat,Tam,Xeyr,108 000
Şabran,Nissan,Qashqai,2008,Offroader / SUV,Mavi,2.0 L,140 a.g.,Benzin,260 000 km,Variator,Tam,Xeyr,12 700
Bakı,Toyota,Highlander,2022,Offroader / SUV,Göy,2.5 L,249 a.g.,Hibrid,0 km,Avtomat,Tam,Bəli,54 800
Bakı,Mercedes,C 180,2016,Sedan,Boz,1.6 L,156 a.g.,Benzin,131 600 km,Avtomat,Arxa,Xeyr,28 500
Sumqayıt,LADA (VAZ),2115,2004,Sedan,Gümüşü,1.5 L,78 a.g.,Benzin,422 846 km,Mexaniki,Ön,Xeyr,6 000
Bakı,Jeep,Gladiator,2021,Pikap,Qara,3.6 L,289 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,112 000
Bakı,Mercedes,B 200,2009,Hetçbek / Liftbek,Gümüşü,2.0 L,136 a.g.,Benzin,124 000 km,Avtomat,Ön,Xeyr,15 500
Bakı,Daewoo,Gentra,2014,Sedan,Ağ,1.5 L,107 a.g.,Benzin,276 000 km,Mexaniki,Ön,Xeyr,9 500
Bakı,Fiat,Albea,2008,Sedan,Sarı,1.4 L,77 a.g.,Benzin,350 000 km,Mexaniki,Ön,Xeyr,6 800
Bakı,Toyota,Prius,2007,Hetçbek / Liftbek,Gümüşü,1.5 L,76 a.g.,Hibrid,336 000 km,Variator,Ön,Xeyr,13 800
Ağstafa,LADA (VAZ),21011,1983,Sedan,Mavi,1.3 L,65 a.g.,Benzin,30 020 km,Mexaniki,Arxa,Xeyr,2 300
Sumqayıt,Iran Khodro,Azsamand,2006,Sedan,Mavi,1.8 L,110 a.g.,Benzin,100 000 km,Mexaniki,Ön,Xeyr,3 600
Bakı,Mercedes,A 160,2000,Hetçbek / Liftbek,Qırmızı,1.6 L,102 a.g.,Benzin,184 200 km,Avtomat,Ön,Xeyr,6 900
Bakı,LADA (VAZ),2115,2006,Sedan,Gümüşü,1.6 L,80 a.g.,Benzin,300 080 km,Mexaniki,Ön,Xeyr,7 500
Bakı,Alfa Romeo,Stelvio,2022,Offroader / SUV,Qara,2.0 L,280 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,57 650
Bakı,Kia,Sorento,2013,Offroader / SUV,Gümüşü,2.4 L,175 a.g.,Benzin,116 842 km,Avtomat,Tam,Xeyr,33 500
Bakı,Toyota,RAV 4,2008,Offroader / SUV,Qara,2.0 L,152 a.g.,Benzin,165 000 km,Avtomat,Tam,Xeyr,21 000
Bakı,Opel,Astra,2008,Hetçbek / Liftbek,Gümüşü,1.4 L,90 a.g.,Benzin,200 000 km,Mexaniki,Ön,Xeyr,10 500
Sumqayıt,Mazda,3,2006,Sedan,Göy,2.0 L,148 a.g.,Benzin,185 000 km,Avtomat,Ön,Xeyr,7 500
Bakı,Haval,H6,2020,Offroader / SUV,Göy,2.0 L,204 a.g.,Benzin,54 500 km,Avtomat,Ön,Xeyr,35 000
Bakı,BMW,X5,2011,Offroader / SUV,Ağ,4.4 L,407 a.g.,Benzin,126 883 km,Avtomat,Tam,Xeyr,25 000
Bakı,Toyota,Highlander,2022,Offroader / SUV,Qara,2.5 L,249 a.g.,Hibrid,0 km,Avtomat,Tam,Bəli,53 500
Sumqayıt,Daewoo,Nexia,2011,Sedan,Gümüşü,1.6 L,109 a.g.,Benzin,255 555 km,Mexaniki,Ön,Xeyr,6 000
Bakı,Toyota,Corolla,2006,Hetçbek / Liftbek,Qırmızı,1.4 L,90 a.g.,Dizel,187 000 km,Mexaniki,Arxa,Xeyr,12 700
Qəbələ,LADA (VAZ),2107,2008,Sedan,Ağ,1.6 L,75 a.g.,Benzin,88 000 km,Mexaniki,Arxa,Xeyr,6 300
Bakı,Toyota,Prado,2008,Offroader / SUV,Ağ,2.7 L,163 a.g.,Benzin,191 600 km,Avtomat,Tam,Xeyr,34 500
Bakı,Hyundai,Sonata,2008,Sedan,Yaş Asfalt,2.4 L,150 a.g.,Benzin,205 100 km,Avtomat,Ön,Xeyr,17 700
