City,Brand,Model,Year,Body,Color,Engine,Engine Power,Fuel Type,Mileage,Gearbox,Transmission,Being new,Price
Bakı,Mercedes,Atego 1222,2007,Yük maşını,Göy,4.8 L,220 a.g.,Dizel,340 000 km,Mexaniki,Arxa,Xeyr,44 000
Bakı,Land Rover,Range Rover,2012,Offroader / SUV,Qara,5.0 L,510 a.g.,Benzin,130 000 km,Avtomat,Tam,Xeyr,38 500
Bakı,Hyundai,Tucson,2015,Offroader / SUV,Ağ,1.6 L,177 a.g.,Benzin,104 285 km,Avtomat,Ön,Xeyr,18 000
Bakı,Mercedes,Sprinter 313,2008,Yük maşını,Boz,2.2 L,150 a.g.,Dizel,330 000 km,Mexaniki,Arxa,Xeyr,21 300
Bakı,Mercedes,C 200,1998,Universal,Gümüşü,2.0 L,136 a.g.,Benzin,392 000 km,Avtomat,Arxa,Xeyr,11 500
Bakı,Chevrolet,Cruze,2014,Sedan,Yaşıl,1.4 L,140 a.g.,Benzin,200 150 km,Avtomat,Ön,Xeyr,14 500
Sumqayıt,Mitsubishi,Pajero io,1999,Offroader / SUV,Göy,1.8 L,130 a.g.,Benzin,457 829 km,Avtomat,Tam,Xeyr,6 900
Ağdaş,BMW,320,1998,Sedan,Yaş Asfalt,2.0 L,150 a.g.,Benzin,280 000 km,Mexaniki,Ön,Xeyr,8 700
Bakı,LADA (VAZ),2107,2005,Sedan,Göy,1.6 L,75 a.g.,Benzin,31 416 km,Mexaniki,Arxa,Xeyr,6 000
Bakı,Kia,Ceed,2011,Universal,Gümüşü,1.6 L,128 a.g.,Dizel,170 000 km,Mexaniki,Ön,Xeyr,15 000
Bakı,Toyota,Avensis,2007,Sedan,Qara,2.0 L,125 a.g.,Dizel,305 000 km,Mexaniki,Ön,Xeyr,16 300
Bakı,Jeep,Wrangler,2014,Offroader / SUV,Qara,3.6 L,286 a.g.,Benzin,154 871 km,Avtomat,Tam,Xeyr,29 900
Bakı,Lifan,Skat,2014,Yük maşını,Ağ,3.3 L,170 a.g.,Dizel,156 199 km,Mexaniki,Arxa,Xeyr,12 500
Bakı,BMW,320,1993,Sedan,Yaşıl,2.0 L,150 a.g.,Benzin,330 000 km,Avtomat,Arxa,Xeyr,5 700
Bakı,Nissan,Pathfinder,2000,Offroader / SUV,Boz,3.5 L,243 a.g.,Benzin,234 964 km,Avtomat,Tam,Xeyr,12 500
Bakı,BMW,528,1996,Sedan,Göy,2.8 L,193 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,7 300
Bakı,BMW,X5,2013,Offroader / SUV,Boz,3.0 L,306 a.g.,Benzin,192 000 km,Avtomat,Arxa,Xeyr,31 500
Sumqayıt,Nissan,Note,2013,Hetçbek / Liftbek,Qəhvəyi,1.2 L,80 a.g.,Benzin,47 000 km,Avtomat,Ön,Xeyr,13 900
Bakı,LADA (VAZ),Niva,2021,Offroader / SUV,Ağ,1.7 L,83 a.g.,Benzin,9 000 km,Mexaniki,Tam,Xeyr,19 900
Bakı,Mercedes,E 290,1998,Sedan,Ağ,2.9 L,129 a.g.,Dizel,142 357 km,Avtomat,Arxa,Xeyr,6 600
Bakı,Opel,Vectra,1996,Sedan,Bənövşəyi,1.6 L,101 a.g.,Benzin,264 359 km,Avtomat,Ön,Xeyr,5 000
Bərdə,Mercedes,208 D,1992,Mikroavtobus,Ağ,2.3 L,131 a.g.,Dizel,231 201 km,Mexaniki,Arxa,Xeyr,11 500
Bakı,Mercedes,Vito 109,2009,Furqon,Qırmızı,2.2 L,88 a.g.,Dizel,234 176 km,Mexaniki,Arxa,Xeyr,22 100
Bakı,GAZ,3102,2000,Sedan,Ağ,2.3 L,100 a.g.,Benzin,358 000 km,Mexaniki,Arxa,Xeyr,3 800
Sabirabad,LADA (VAZ),2106,1990,Sedan,Sarı,1.6 L,75 a.g.,Benzin,199 990 km,Mexaniki,Arxa,Xeyr,4 800
Bakı,Mercedes,E 220,2012,Sedan,Qara,2.2 L,170 a.g.,Dizel,245 124 km,Avtomat,Arxa,Xeyr,19 600
Lənkəran,LADA (VAZ),2115,2012,Sedan,Tünd qırmızı,1.5 L,75 a.g.,Benzin,390 000 km,Mexaniki,Ön,Xeyr,7 900
Bakı,Renault,Arkana,2021,Offroader / SUV,Yaş Asfalt,1.6 L,118 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,36 360
Bakı,Mercedes,E 280,1999,Sedan,Gümüşü,2.8 L,204 a.g.,Benzin,272 000 km,Avtomat,Arxa,Xeyr,16 900
Tərtər,Mercedes,E 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,13 500
Bakı,Volkswagen,Jetta,2016,Sedan,Boz,1.8 L,180 a.g.,Benzin,112 000 km,Avtomat,Ön,Xeyr,19 300
Bakı,Peugeot,307,2006,Hetçbek / Liftbek,Tünd qırmızı,1.6 L,108 a.g.,Benzin,165 000 km,Avtomat,Tam,Xeyr,9 000
Bakı,Mercedes,V 250,2015,Van,Göy,2.2 L,190 a.g.,Dizel,201 000 km,Avtomat,Arxa,Xeyr,43 500
Bakı,Hyundai,i30,2010,Hetçbek / Liftbek,Ağ,1.4 L,109 a.g.,Benzin,90 000 km,Mexaniki,Ön,Xeyr,13 300
Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Göy,1.7 L,83 a.g.,Benzin,95 000 km,Mexaniki,Tam,Xeyr,11 200
Bakı,Chevrolet,Cruze,2014,Sedan,Qara,1.4 L,141 a.g.,Benzin,99 000 km,Avtomat,Ön,Xeyr,14 200
Bakı,Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0 L,276 a.g.,Benzin,76 000 km,Avtomat,Tam,Xeyr,50 000
Bakı,Kia,Optima,2013,Sedan,Ağ,1.7 L,141 a.g.,Dizel,200 746 km,Avtomat,Ön,Xeyr,22 800
Bakı,Kia,Sorento,2020,Offroader / SUV,Ağ,2.4 L,188 a.g.,Benzin,50 000 km,Avtomat,Ön,Xeyr,40 000
Bakı,Daewoo,Nexia,1997,Sedan,Ağ,1.5 L,80 a.g.,Benzin,325 689 km,Mexaniki,Ön,Xeyr,3 500
Bakı,Infiniti,FX35,2008,Offroader / SUV,Ağ,3.5 L,280 a.g.,Benzin,177 500 km,Avtomat,Tam,Xeyr,27 000
Bakı,LADA (VAZ),Niva,2015,Offroader / SUV,Mavi,1.7 L,80 a.g.,Benzin,57 000 km,Mexaniki,Tam,Xeyr,17 000
Bakı,Hyundai,i10,2010,Hetçbek / Liftbek,Gümüşü,1.2 L,86 a.g.,Benzin,178 000 km,Avtomat,Ön,Xeyr,9 600
Bakı,Mercedes,C 220,2018,Sedan,Ağ,2.2 L,170 a.g.,Dizel,52 000 km,Avtomat,Ön,Xeyr,35 000
Bakı,Toyota,Corolla,2016,Sedan,Boz,1.8 L,136 a.g.,Benzin,103 000 km,Avtomat,Ön,Xeyr,22 000
Bakı,Hyundai,Santa Fe,2019,Offroader / SUV,Göy,2.0 L,265 a.g.,Benzin,36 000 km,Avtomat,Ön,Xeyr,33 000
Qax,Kia,Capital,1994,Sedan,Ağ,1.6 L,105 a.g.,Benzin,290 000 km,Mexaniki,Ön,Xeyr,3 100
Bakı,Land Rover,RR Sport,2017,Offroader / SUV,Qara,3.0 L,249 a.g.,Dizel,107 000 km,Avtomat,Tam,Xeyr,61 500
Bakı,Ford,Transit,2021,Furqon,Ağ,2.2 L,125 a.g.,Dizel,0 km,Mexaniki,Arxa,Bəli,59 700
Bakı,Kia,Sorento,2014,Offroader / SUV,Ağ,2.0 L,184 a.g.,Dizel,86 200 km,Avtomat,Ön,Xeyr,32 800
Bakı,GAZ,Next A21R22-30,2021,Yük maşını,Ağ,2.8 L,149 a.g.,Dizel,0 km,Mexaniki,Arxa,Bəli,40 500
Bakı,Volkswagen,Passat,2011,Sedan,Qara,1.8 L,170 a.g.,Benzin,137 000 km,Avtomat,Ön,Xeyr,17 500
Bakı,Chevrolet,Cruze,2012,Sedan,Qara,1.4 L,141 a.g.,Benzin,195 350 km,Avtomat,Ön,Xeyr,12 800
Ağcabədi,Chevrolet,Cruze,2015,Sedan,Qara,1.4 L,141 a.g.,Benzin,151 000 km,Avtomat,Ön,Xeyr,13 600
Biləsuvar,Mercedes,E 270,2000,Sedan,Ağ,2.7 L,170 a.g.,Dizel,600 000 km,Avtomat,Arxa,Xeyr,17 400
Şəki,Kia,Ceed,2007,Hetçbek / Liftbek,Gümüşü,1.4 L,109 a.g.,Benzin,144 000 km,Mexaniki,Ön,Xeyr,13 000
Bakı,Mercedes,CLS 500,2006,Sedan,Mavi,5.0 L,306 a.g.,Benzin,214 000 km,Avtomat,Arxa,Xeyr,20 800
Bakı,Jeep,Wrangler,2020,Offroader / SUV,Yaş Asfalt,2.0 L,272 a.g.,Benzin,5 912 km,Avtomat,Tam,Xeyr,58 000
Xaçmaz,GAZ,27057,1996,Yük maşını,Mavi,2.4 L,100 a.g.,Benzin,110 000 km,Mexaniki,Arxa,Xeyr,8 500
Bakı,Hongqi,E-HS9,2022,Offroader / SUV,Boz,0.0 L,551 a.g.,Elektro,0 km,Avtomat,Tam,Bəli,119 000
Bakı,Chevrolet,Cruze,2016,Sedan,Qara,1.4 L,153 a.g.,Benzin,250 000 km,Avtomat,Ön,Xeyr,21 000
Bakı,Hyundai,Elantra,2012,Sedan,Ağ,1.8 L,150 a.g.,Benzin,169 000 km,Avtomat,Ön,Xeyr,22 000
Bakı,Mitsubishi,Pajero,1995,Offroader / SUV,Gümüşü,2.8 L,125 a.g.,Dizel,41 500 km,Avtomat,Tam,Xeyr,14 990
Bakı,Mercedes,GLE 53 AMG Coupe,2020,Offroader / SUV,Qara,3.0 L,435 a.g.,Benzin,39 000 km,Avtomat,Tam,Xeyr,115 800
Bakı,Mercedes,C 280,2001,Sedan,Gümüşü,2.8 L,197 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9 500
Mingəçevir,ZIL,130,1989,Yük maşını,Göy,6.0 L,150 a.g.,Dizel,256 000 km,Mexaniki,Arxa,Xeyr,15 500
Bakı,Nissan,Tiida,2011,Hetçbek / Liftbek,Bej,1.5 L,109 a.g.,Benzin,90 000 km,Avtomat,Ön,Xeyr,12 900
Cəlilabad,Mercedes,C 220,1998,Sedan,Göy,2.2 L,125 a.g.,Dizel,250 000 km,Mexaniki,Arxa,Xeyr,9 100
Bakı,Hyundai,Santa Fe,2019,Offroader / SUV,Ağ,2.0 L,265 a.g.,Benzin,1 500 km,Avtomat,Tam,Xeyr,32 900
Bakı,Jeep,Grand Cherokee,2021,Offroader / SUV,Gümüşü,3.0 L,238 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,58 250
Bakı,Daewoo,Nexia,2011,Sedan,Ağ,1.5 L,80 a.g.,Benzin,756 500 km,Mexaniki,Ön,Xeyr,4 200
Bərdə,LADA (VAZ),2107,2005,Sedan,Tünd qırmızı,1.6 L,75 a.g.,Benzin,198 000 km,Mexaniki,Arxa,Xeyr,5 400
Bakı,Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,2.0 L,184 a.g.,Dizel,139 000 km,Avtomat,Ön,Xeyr,28 500
Bakı,BMW,328,2015,Sedan,Göy,2.0 L,245 a.g.,Benzin,172 000 km,Avtomat,Ön,Xeyr,18 200
Bakı,Ford,Tourneo Custom,2022,Minivan,Ağ,2.2 L,123 a.g.,Dizel,0 km,Mexaniki,Ön,Bəli,38 900 €
Saatlı,LADA (VAZ),2106,1993,Sedan,Ağ,1.3 L,65 a.g.,Benzin,19 427 km,Mexaniki,Ön,Xeyr,4 500
Bakı,Ford,Fusion,2017,Sedan,Qara,2.0 L,198 a.g.,Plug-in Hibrid,131 000 km,Avtomat,Ön,Xeyr,41 900
Bakı,Kia,Sorento,2006,Offroader / SUV,Qara,2.5 L,170 a.g.,Dizel,194 000 km,Avtomat,Ön,Xeyr,18 200
Bakı,Opel,Vectra,1996,Hetçbek / Liftbek,Qızılı,2.0 L,116 a.g.,Benzin,300 000 km,Avtomat,Ön,Xeyr,5 500
Bakı,Mercedes,E 200,1991,Sedan,Qara,2.0 L,136 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,7 500
Bakı,Mercedes,C 200,1995,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,421 258 km,Avtomat,Arxa,Xeyr,7 900
Sumqayıt,Mercedes,Vito,2012,Minivan,Qara,2.2 L,150 a.g.,Dizel,482 000 km,Avtomat,Arxa,Xeyr,32 900
Ağdam,Mercedes,C 220,1996,Sedan,Qara,2.2 L,146 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,8 200
Bakı,LADA (VAZ),2107,2006,Sedan,Ağ,1.6 L,75 a.g.,Benzin,70 000 km,Mexaniki,Arxa,Xeyr,6 600
Bakı,Lamborghini,Aventador,2014,Kupe,Qara,6.5 L,700 a.g.,Benzin,7 900 km,Avtomat,Tam,Xeyr,285 000
Bakı,Volkswagen,Passat,2013,Sedan,Ağ,2.5 L,170 a.g.,Benzin,98 749 km,Avtomat,Ön,Xeyr,24 600
Bakı,Audi,A7,2012,Hetçbek / Liftbek,Qara,3.0 L,310 a.g.,Benzin,260 000 km,Avtomat,Tam,Xeyr,19 500
Sumqayıt,Opel,Astra,2005,Hetçbek / Liftbek,Qara,1.4 L,90 a.g.,Benzin,232 000 km,Mexaniki,Ön,Xeyr,10 000
Bakı,Nissan,Pathfinder,2006,Offroader / SUV,Gümüşü,2.5 L,174 a.g.,Dizel,305 874 km,Avtomat,Tam,Xeyr,19 000
Bakı,Ford,Transit,2008,Yük maşını,Göy,2.2 L,125 a.g.,Dizel,548 744 km,Mexaniki,Arxa,Xeyr,19 000
Bakı,Toyota,Camry,2019,Sedan,Ağ,2.5 L,181 a.g.,Benzin,55 000 km,Avtomat,Ön,Xeyr,35 800
Bakı,Ford,Transit,1997,Furqon,Ağ,2.5 L,76 a.g.,Dizel,400 000 km,Mexaniki,Arxa,Xeyr,15 300
Bakı,Changan,Uni-T,2021,Offroader / SUV,Ağ,1.5 L,180 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,28 200
Bakı,Mercedes,C 180,1993,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,486 500 km,Avtomat,Arxa,Xeyr,5 900
Şəki,LADA (VAZ),2109,1989,Hetçbek / Liftbek,Qara,1.5 L,75 a.g.,Benzin,320 000 km,Mexaniki,Ön,Xeyr,5 100
Xaçmaz,Mercedes,E 240,2000,Sedan,Qara,2.4 L,170 a.g.,Benzin,237 000 km,Avtomat,Arxa,Xeyr,12 700
Bakı,Mitsubishi,Pajero io,2000,Offroader / SUV,Gümüşü,2.0 L,136 a.g.,Benzin,270 000 km,Avtomat,Tam,Xeyr,10 300
Bakı,LADA (VAZ),Niva,2016,Offroader / SUV,Ağ,1.7 L,80 a.g.,Benzin,122 000 km,Mexaniki,Tam,Xeyr,10 800
Bakı,Hyundai,i30,2010,Universal,Ağ,1.6 L,116 a.g.,Dizel,141 746 km,Mexaniki,Ön,Xeyr,15 400
Bakı,Toyota,Corolla,2009,Sedan,Yaş Asfalt,1.4 L,90 a.g.,Dizel,162 000 km,Robotlaşdırılmış,Ön,Xeyr,17 300
Bakı,Land Rover,Discovery,2011,Offroader / SUV,Qara,3.0 L,249 a.g.,Dizel,202 000 km,Avtomat,Tam,Xeyr,27 500
Bakı,Nissan,Sunny,2018,Sedan,Ağ,1.5 L,105 a.g.,Benzin,249 000 km,Mexaniki,Ön,Xeyr,14 000
Bakı,Hyundai,Grandeur,2022,Sedan,Qara,2.5 L,198 a.g.,Benzin,0 km,Avtomat,Ön,Bəli,74 500
Bakı,Toyota,Prius,2007,Hetçbek / Liftbek,Yaş Asfalt,1.4 L,76 a.g.,Hibrid,220 000 km,Avtomat,Ön,Xeyr,12 000
Ağsu,LADA (VAZ),21099,2003,Sedan,Gümüşü,1.6 L,81 a.g.,Benzin,100 000 km,Mexaniki,Ön,Xeyr,5 400
Bakı,Fiat,Doblo,2015,Furqon,Ağ,1.4 L,95 a.g.,Benzin,250 000 km,Mexaniki,Ön,Xeyr,11 000
Bakı,Hyundai,Elantra,2011,Sedan,Göy,1.8 L,150 a.g.,Benzin,106 779 km,Avtomat,Ön,Xeyr,19 500
Sumqayıt,BMW,318,2000,Sedan,Yaşıl,1.9 L,118 a.g.,Benzin,317 018 km,Mexaniki,Arxa,Xeyr,8 300
Şəmkir,Mercedes,ML 350,2007,Offroader / SUV,Ağ,3.5 L,272 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,18 700
Bakı,Saipa,132,2013,Sedan,Ağ,1.3 L,70 a.g.,Benzin,160 000 km,Mexaniki,Ön,Xeyr,5 400
Bakı,Ford,Fusion,2018,Sedan,Ağ,1.5 L,184 a.g.,Benzin,17 000 km,Avtomat,Ön,Xeyr,25 500
Bakı,Audi,A6,2015,Sedan,Ağ,2.8 L,220 a.g.,Benzin,84 900 km,Avtomat,Ön,Xeyr,25 900
Zaqatala,LADA (VAZ),2108,1993,Hetçbek / Liftbek,Qırmızı,1.3 L,64 a.g.,Benzin,199 999 km,Mexaniki,Ön,Xeyr,5 500
Bakı,Toyota,Auris,2007,Hetçbek / Liftbek,Gümüşü,1.4 L,90 a.g.,Dizel,198 000 km,Mexaniki,Ön,Xeyr,11 500
Sumqayıt,Kia,Rio,2008,Hetçbek / Liftbek,Qara,1.5 L,109 a.g.,Dizel,173 000 km,Mexaniki,Ön,Xeyr,12 000
Bakı,Jaguar,XJ L,2011,Sedan,Qara,5.0 L,545 a.g.,Benzin,118 000 km,Avtomat,Ön,Xeyr,39 000
Lənkəran,Kia,Optima,2018,Sedan,Gümüşü,2.0 L,245 a.g.,Benzin,80 000 km,Avtomat,Ön,Xeyr,32 500
Bakı,Mercedes,E 220,2006,Sedan,Gümüşü,2.2 L,170 a.g.,Dizel,217 800 km,Avtomat,Arxa,Xeyr,24 500
Bakı,Ford,Fusion,2016,Sedan,Ağ,1.5 L,181 a.g.,Benzin,79 000 km,Avtomat,Ön,Xeyr,21 900
Sumqayıt,Hyundai,Sonata,2010,Sedan,Yaş Asfalt,2.4 L,178 a.g.,Benzin,240 000 km,Avtomat,Ön,Xeyr,19 500
Bakı,Mercedes,S 350,2012,Sedan,Qara,3.5 L,272 a.g.,Benzin,161 946 km,Avtomat,Arxa,Xeyr,28 500
Şamaxı,LADA (VAZ),Kalina,2008,Sedan,Göy,1.6 L,75 a.g.,Benzin,236 000 km,Mexaniki,Arxa,Xeyr,7 900
Bakı,Mercedes,S 350,2007,Sedan,Ağ,3.5 L,272 a.g.,Benzin,188 254 km,Avtomat,Arxa,Xeyr,21 000
Sumqayıt,Renault,Megane,2007,Universal,Gümüşü,1.5 L,106 a.g.,Dizel,344 000 km,Mexaniki,Ön,Xeyr,8 500
Bakı,KamAz,55111,1986,Yük maşını,Boz,11 L,191 a.g.,Dizel,287 000 km,Mexaniki,Arxa,Xeyr,16 500
Bakı,BMW,320,2012,Sedan,Ağ,2.0 L,184 a.g.,Dizel,210 000 km,Avtomat,Arxa,Xeyr,30 900
Sumqayıt,Nissan,Tiida,2013,Hetçbek / Liftbek,Qırmızı,1.5 L,109 a.g.,Benzin,78 000 km,Avtomat,Ön,Xeyr,14 300
Hacıqabul,Mercedes,190,1992,Sedan,Yaş Asfalt,1.8 L,109 a.g.,Benzin,199 000 km,Mexaniki,Arxa,Xeyr,5 100
Masallı,Chevrolet,Cobalt,2014,Sedan,Qara,1.5 L,109 a.g.,Benzin,183 583 km,Avtomat,Ön,Xeyr,15 500
Sumqayıt,Skoda,Yeti,2012,Offroader / SUV,Gümüşü,1.2 L,105 a.g.,Benzin,186 000 km,Avtomat,Ön,Xeyr,13 000
Salyan,GAZ,3110,1998,Sedan,Göy,2.3 L,131 a.g.,Benzin,250 000 km,Mexaniki,Arxa,Xeyr,2 650
Bakı,Land Rover,Discovery,2017,Offroader / SUV,Yaş Asfalt,3.0 L,249 a.g.,Dizel,46 000 km,Avtomat,Tam,Xeyr,67 000
Bakı,Ford,Transit,2009,Yük maşını,Mavi,2.4 L,140 a.g.,Dizel,400 000 km,Mexaniki,Arxa,Xeyr,22 000
Bakı,BMW,528,2014,Sedan,Ağ,2.0 L,245 a.g.,Benzin,181 000 km,Avtomat,Arxa,Xeyr,24 600
Bakı,BMW,528,2014,Sedan,Qara,2.0 L,245 a.g.,Benzin,105 000 km,Avtomat,Arxa,Xeyr,22 500
Quba,LADA (VAZ),2106,2003,Sedan,Gümüşü,1.5 L,65 a.g.,Benzin,200 000 km,Mexaniki,Arxa,Xeyr,5 900
Gəncə,Kia,Rio,2008,Sedan,Qara,1.4 L,97 a.g.,Benzin,200 000 km,Avtomat,Ön,Xeyr,13 000
Bakı,Toyota,Corolla,2005,Universal,Gümüşü,2.0 L,116 a.g.,Dizel,315 000 km,Mexaniki,Ön,Xeyr,13 000
Bakı,Toyota,Prado,2015,Offroader / SUV,Ağ,3.0 L,190 a.g.,Dizel,207 600 km,Avtomat,Tam,Xeyr,40 000
Gəncə,Kia,Optima,2015,Sedan,Göy,2.0 L,274 a.g.,Benzin,113 058 km,Avtomat,Ön,Xeyr,26 300
Bakı,DAF,105 XF,2008,Yük maşını,Qara,15 L,450 a.g.,Dizel,1 000 000 km,Mexaniki,Tam,Xeyr,65 000
Bakı,Chevrolet,Malibu,2018,Sedan,Gümüşü,1.5 L,160 a.g.,Benzin,44 000 km,Avtomat,Ön,Xeyr,22 200
Bakı,Mitsubishi,Outlander,2008,Offroader / SUV,Ağ,2.4 L,170 a.g.,Benzin,81 000 km,Variator,Tam,Xeyr,20 000
Ağstafa,Hyundai,Santa Fe,2007,Offroader / SUV,Gümüşü,2.2 L,197 a.g.,Dizel,151 615 km,Avtomat,Tam,Xeyr,22 200
Cəlilabad,LADA (VAZ),2107,2008,Sedan,Ağ,1.6 L,75 a.g.,Benzin,134 146 km,Mexaniki,Arxa,Xeyr,5 850
Sumqayıt,Opel,Astra,2009,Hetçbek / Liftbek,Göy,1.4 L,90 a.g.,Benzin,202 064 km,Mexaniki,Ön,Xeyr,12 500
Bakı,Ford,Transit,2004,Yük maşını,Ağ,2.4 L,140 a.g.,Dizel,349 000 km,Mexaniki,Arxa,Xeyr,21 500
Bakı,Chevrolet,Trax,2019,Offroader / SUV,Qara,1.4 L,140 a.g.,Benzin,26 700 km,Avtomat,Ön,Xeyr,22 500
Bakı,Chevrolet,Trax,2018,Offroader / SUV,Tünd qırmızı,1.4 L,140 a.g.,Benzin,62 000 km,Avtomat,Ön,Xeyr,26 500
Sumqayıt,Daewoo,Nexia,2007,Sedan,Gümüşü,1.5 L,80 a.g.,Benzin,312 520 km,Mexaniki,Ön,Xeyr,5 000
Bakı,Hyundai,Tucson,2022,Offroader / SUV,Ağ,2.0 L,162 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,59 900
Bakı,Kia,Cerato,2014,Sedan,Qara,1.6 L,130 a.g.,Benzin,73 000 km,Avtomat,Ön,Xeyr,23 000
Bakı,BMW,328,2015,Sedan,Ağ,2.0 L,245 a.g.,Benzin,99 000 km,Avtomat,Tam,Xeyr,29 900
Bakı,Mercedes,Vito 114,2021,Minivan,Qara,2.2 L,136 a.g.,Dizel,0 km,Mexaniki,Arxa,Bəli,61 800 €
Bakı,Toyota,Land Cruiser,2008,Offroader / SUV,Qara,4.7 L,288 a.g.,Benzin,266 000 km,Avtomat,Tam,Xeyr,31 500
Bakı,Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,2.4 L,175 a.g.,Benzin,100 700 km,Avtomat,Ön,Xeyr,21 500
Bakı,Saipa,Saina,2020,Sedan,Ağ,1.5 L,87 a.g.,Benzin,47 000 km,Mexaniki,Ön,Xeyr,13 050
Cəlilabad,LADA (VAZ),2115,2010,Sedan,Qara,1.5 L,78 a.g.,Benzin,20 000 km,Mexaniki,Arxa,Xeyr,8 500
Bakı,Opel,Vectra,1999,Hetçbek / Liftbek,Göy,2.0 L,136 a.g.,Benzin,269 000 km,Avtomat,Ön,Xeyr,7 700
Bakı,Mercedes,GL 550,2008,Offroader / SUV,Ağ,5.5 L,382 a.g.,Benzin,251 000 km,Avtomat,Tam,Xeyr,29 900
Samux,Kia,Rio,2008,Hetçbek / Liftbek,Narıncı,1.5 L,109 a.g.,Dizel,240 000 km,Mexaniki,Ön,Xeyr,12 800
Cəlilabad,Kia,Optima,2015,Sedan,Ağ,2.0 L,274 a.g.,Benzin,97 365 km,Avtomat,Ön,Xeyr,25 500
Tərtər,Hyundai,Sonata,1998,Sedan,Ağ,2.0 L,125 a.g.,Benzin,520 990 km,Mexaniki,Arxa,Xeyr,4 100
Bakı,Hyundai,i30,2007,Hetçbek / Liftbek,Mavi,1.4 L,109 a.g.,Benzin,198 000 km,Mexaniki,Ön,Xeyr,12 900
Bakı,Hyundai,Sonata,2020,Sedan,Boz,2.0 L,192 a.g.,Hibrid,0 km,Avtomat,Ön,Bəli,41 500
Bakı,Kia,Cerato,2014,Sedan,Ağ,2.0 L,150 a.g.,Benzin,96 952 km,Avtomat,Ön,Xeyr,22 200
Sumqayıt,Mercedes,E 240,1999,Sedan,Yaş Asfalt,2.4 L,170 a.g.,Benzin,386 326 km,Avtomat,Arxa,Xeyr,13 600
Bakı,Hyundai,Sonata,2014,Sedan,Gümüşü,2.4 L,178 a.g.,Benzin,67 000 km,Avtomat,Ön,Xeyr,26 000
Bakı,Toyota,Prado,2007,Offroader / SUV,Qara,2.7 L,285 a.g.,Benzin,162 000 km,Avtomat,Tam,Xeyr,28 900
Sumqayıt,Ford,Fiesta,2015,Sedan,Gümüşü,1.6 L,105 a.g.,Benzin,141 000 km,Avtomat,Ön,Xeyr,13 900
Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L,163 a.g.,Benzin,117 000 km,Avtomat,Tam,Xeyr,25 999
Bakı,Opel,Astra,2005,Universal,Yaş Asfalt,1.6 L,101 a.g.,Benzin,225 000 km,Mexaniki,Ön,Xeyr,11 300
Sumqayıt,Mercedes,E 230,1997,Sedan,Göy,2.3 L,150 a.g.,Benzin,299 000 km,Avtomat,Arxa,Xeyr,10 300
Bakı,LADA (VAZ),2106,1986,Sedan,Bej,1.6 L,75 a.g.,Benzin,124 000 km,Mexaniki,Arxa,Xeyr,8 400
Bakı,BMW,528,2011,Sedan,Göy,2.0 L,245 a.g.,Benzin,211 000 km,Avtomat,Tam,Xeyr,28 800
Bakı,Mercedes,E 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,320 000 km,Avtomat,Arxa,Xeyr,12 500
Bakı,Chevrolet,Aveo,2013,Sedan,Yaş Asfalt,1.4 L,100 a.g.,Benzin,126 000 km,Mexaniki,Ön,Xeyr,9 900
Masallı,Mercedes,C 180,1995,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,534 000 km,Avtomat,Arxa,Xeyr,10 500
Bakı,Mercedes,ML 250,2014,Offroader / SUV,Yaş Asfalt,2.1 L,204 a.g.,Dizel,110 000 km,Avtomat,Tam,Xeyr,32 500
Bakı,Opel,Astra,2007,Universal,Gümüşü,1.3 L,90 a.g.,Dizel,172 000 km,Mexaniki,Ön,Xeyr,12 500
Bakı,Toyota,Land Cruiser,2006,Offroader / SUV,Qara,4.5 L,212 a.g.,Benzin,185 000 km,Avtomat,Tam,Xeyr,29 500
Xaçmaz,GAZ,2705,2001,Furqon,Ağ,2.5 L,85 a.g.,Dizel,250 000 km,Mexaniki,Arxa,Xeyr,9 000
Bakı,Audi,A4,2008,Sedan,Ağ,2.0 L,220 a.g.,Benzin,170 800 km,Avtomat,Tam,Xeyr,16 000
Bakı,Mercedes,E 200,1991,Sedan,Gümüşü,2.0 L,136 a.g.,Dizel,350 000 km,Mexaniki,Arxa,Xeyr,6 800
